,Lemme,Forme_originale,Categorie,Longueur,Frequence
16215,picol,picole,Adjectif,5,2
16271,prend,prends,Nom,5,2
16275,itali,italie,Adjectif,5,2
16290,merde,merde,Nom,5,2
16961,prism,prisme,Adjectif,5,2
17795,citer,citer,Verbe,5,2
17959,bloqu,bloque,Adjectif,5,2
18229,riche,riches,Adjectif,5,2
18270,grace,grace,Nom,5,2
18371,prete,pretes,Nom,5,2
19361,excel,excel,Adjectif,5,2
19834,vieux,vieux,Adjectif,5,2
21921,achat,achats,Nom,5,2
22016,plair,plaire,Adjectif,5,2
23496,masse,masse,Nom,5,2
230,vivant,vivant,Nom,6,2
303,redire,redis,Verbe,6,2
350,rouage,rouage,Nom,6,2
421,gateau,gateau,Nom,6,2
457,debute,debute,Nom,6,2
996,lequel,laquelle,Adverbe,6,2
1342,anodin,anodin,Adjectif,6,2
1568,parent,parents,Adjectif,6,2
1615,vaites,vaites,Adverbe,6,2
1829,nature,nature,Adjectif,6,2
1980,reunit,reunit,Verbe,6,2
2200,decide,decide,Nom,6,2
2691,appele,appele,Verbe,6,2
2836,bidule,bidule,Nom,6,2
3004,tourne,tourne,Verbe,6,2
3048,canard,canard,Adjectif,6,2
3150,cacher,cacher,Verbe,6,2
3458,pseudo,pseudo,Nom,6,2
3520,detail,detail,Nom,6,2
3546,choper,choper,Verbe,6,2
3738,lorsqu,lorsqu,Adverbe,6,2
3998,privee,privee,Verbe,6,2
4404,vivier,vivier,Adjectif,6,2
4547,chemin,chemin,Nom,6,2
4689,envers,envers,Nom,6,2
5722,pensee,pensee,Verbe,6,2
6031,averee,averee,Verbe,6,2
6111,oeuvre,oeuvre,Nom,6,2
6262,entite,entite,Nom,6,2
6566,eclate,eclate,Verbe,6,2
6597,adhere,adhere,Nom,6,2
6648,motion,motion,Nom,6,2
6770,evoque,evoque,Verbe,6,2
6889,ripost,riposte,Adjectif,6,2
7353,rapide,rapide,Adjectif,6,2
7355,dormir,dorment,Verbe,6,2
7358,second,seconde,Adjectif,6,2
7617,strate,strates,Nom,6,2
8333,etabli,etabli,Verbe,6,2
8473,patron,patron,Nom,6,2
8559,mentir,mentir,Verbe,6,2
8581,abonne,abonnes,Nom,6,2
8770,livrer,livrer,Verbe,6,2
8804,copine,copines,Nom,6,2
8876,sorter,sortante,Verbe,6,2
9054,theatr,theatre,Adjectif,6,2
9220,mourir,meurt,Verbe,6,2
9428,mefier,mefier,Verbe,6,2
10222,manger,manger,Verbe,6,2
10705,secret,secret,Nom,6,2
10768,reunir,reunir,Verbe,6,2
10886,situer,situe,Verbe,6,2
11070,adorer,adore,Verbe,6,2
11590,actuel,actuelle,Adjectif,6,2
11909,boulot,boulot,Nom,6,2
12846,pierre,pierre,Nom,6,2
14031,envoye,envoye,Verbe,6,2
14103,forcer,forcer,Verbe,6,2
14488,gueule,gueule,Nom,6,2
14518,manque,manque,Verbe,6,2
14553,tracte,tracte,Nom,6,2
14573,dircom,dircom,Nom,6,2
15050,visite,visite,Nom,6,2
15806,blinde,blindes,Nom,6,2
16283,racont,raconte,Adjectif,6,2
16361,bordel,bordel,Nom,6,2
16891,chiant,chiant,Adjectif,6,2
17469,double,double,Adjectif,6,2
18471,limour,limours,Nom,6,2
19861,amical,amical,Adjectif,6,2
20024,defaut,defauts,Nom,6,2
22045,reduit,reduit,Nom,6,2
22076,reagit,reagit,Verbe,6,2
22089,steril,sterile,Adjectif,6,2
24036,broker,brokers,Nom,6,2
24195,manier,maniere,Adjectif,6,2
24975,formee,formee,Verbe,6,2
25381,signal,signal,Adjectif,6,2
83,rappele,rappele,Verbe,7,2
447,precise,precises,Adjectif,7,2
559,princip,principe,Adjectif,7,2
747,tromper,tromper,Verbe,7,2
817,deroule,deroule,Verbe,7,2
1074,eloigne,eloignes,Adjectif,7,2
1564,electiv,elective,Adjectif,7,2
1877,basique,basique,Adjectif,7,2
1892,economi,economie,Adjectif,7,2
2022,fatigue,fatigue,Nom,7,2
2075,matrice,matrice,Nom,7,2
2171,aboutir,abouti,Verbe,7,2
2463,marcher,marchant,Verbe,7,2
2557,fevrier,fevrier,Nom,7,2
2583,methode,methode,Nom,7,2
2663,adjoint,adjoint,Adjectif,7,2
2774,veiller,veiller,Verbe,7,2
2786,capteur,capteurs,Nom,7,2
3031,lecture,lecture,Nom,7,2
3176,prudent,prudent,Adjectif,7,2
3255,utilite,utilite,Nom,7,2
3441,negatif,negatifs,Adjectif,7,2
3455,couvert,couvert,Nom,7,2
3474,derange,derange,Verbe,7,2
3488,deposer,deposer,Verbe,7,2
3583,virtuel,virtuelle,Adjectif,7,2
3865,melange,melange,Nom,7,2
4563,mission,missions,Nom,7,2
4660,pousser,pousser,Verbe,7,2
4692,empeche,empeches,Nom,7,2
5022,faillir,failli,Verbe,7,2
5171,deconne,deconne,Adverbe,7,2
5312,remplir,remplir,Verbe,7,2
5558,envoyee,envoyee,Verbe,7,2
5874,adopter,adopte,Verbe,7,2
6094,innover,innover,Verbe,7,2
6366,enarque,enarque,Verbe,7,2
6409,montant,montante,Adjectif,7,2
6419,coopter,cooptent,Verbe,7,2
6651,integre,integre,Nom,7,2
7003,paysage,paysage,Nom,7,2
7140,balance,balance,Nom,7,2
7281,inviter,invitent,Verbe,7,2
7615,reactif,reactif,Adjectif,7,2
7636,refuser,refuser,Verbe,7,2
7665,booster,booster,Verbe,7,2
8008,evoquai,evoquais,Adjectif,7,2
8104,crucial,crucial,Adjectif,7,2
8599,relayer,relayer,Verbe,7,2
9277,plateal,plateaux,Adjectif,7,2
9543,mechant,mechant,Adjectif,7,2
9777,oreille,oreilles,Adjectif,7,2
9900,exergue,exergue,Nom,7,2
10159,encarte,encartes,Adjectif,7,2
10351,plaisir,plaisir,Nom,7,2
10451,bonheur,bonheur,Nom,7,2
10664,footing,footing,Verbe,7,2
10714,informe,informe,Verbe,7,2
10756,plateau,plateau,Nom,7,2
11269,feuille,feuille,Nom,7,2
11285,courant,courant,Adjectif,7,2
11407,imposee,imposee,Verbe,7,2
11817,inverse,inverse,Nom,7,2
11825,esclave,esclave,Adjectif,7,2
12287,illegal,illegal,Adjectif,7,2
12897,accueil,accueil,Nom,7,2
13112,attirer,attirer,Verbe,7,2
13167,parfait,parfaite,Adjectif,7,2
13182,tendanc,tendance,Adjectif,7,2
13204,elargit,elargit,Verbe,7,2
13451,urgence,urgence,Nom,7,2
16014,intense,intense,Adjectif,7,2
16268,bouffer,bouffer,Verbe,7,2
16304,italien,italiens,Adjectif,7,2
17146,isoloir,isoloir,Adverbe,7,2
17487,connard,connards,Verbe,7,2
17886,diriger,dirige,Verbe,7,2
18145,chiffre,chiffres,Nom,7,2
18319,limours,limours,Adverbe,7,2
18512,village,villages,Adjectif,7,2
18766,priveer,privees,Verbe,7,2
19330,prevoir,prevoir,Verbe,7,2
19409,serieux,serieux,Adjectif,7,2
19513,arriere,arriere,Nom,7,2
19705,definit,definit,Nom,7,2
20729,couille,couilles,Nom,7,2
21049,recreer,recreer,Verbe,7,2
21103,confort,confort,Nom,7,2
22625,plonger,plonge,Verbe,7,2
23119,apparer,apparait,Verbe,7,2
23310,fantasm,fantasme,Adjectif,7,2
24196,perenne,perenne,Verbe,7,2
24937,ciblage,ciblage,Nom,7,2
25132,chatbot,chatbots,Adjectif,7,2
100,individu,individus,Nom,8,2
378,retourne,retourne,Verbe,8,2
643,materiel,materiel,Adjectif,8,2
913,equilibr,equilibre,Adjectif,8,2
1140,competer,competent,Verbe,8,2
1339,signaler,signaler,Verbe,8,2
1600,depender,dependent,Verbe,8,2
1779,regulier,regulier,Adjectif,8,2
1845,revanche,revanche,Nom,8,2
1963,melanger,melanger,Verbe,8,2
2028,eruption,eruption,Nom,8,2
2038,aventure,aventure,Nom,8,2
2595,occasion,occasion,Nom,8,2
2852,controle,controle,Nom,8,2
3292,procurer,procurer,Verbe,8,2
3416,barometr,barometre,Adjectif,8,2
3756,fidelite,fidelite,Nom,8,2
3852,basculer,basculait,Verbe,8,2
3884,chapitre,chapitre,Nom,8,2
4415,derouler,derouler,Verbe,8,2
4514,imprimer,imprimer,Nom,8,2
4791,inventer,inventer,Verbe,8,2
4845,ambiance,ambiance,Nom,8,2
4855,enfoncer,enfonce,Verbe,8,2
5108,notoriet,notoriete,Adjectif,8,2
5476,attentif,attentifs,Adjectif,8,2
5486,vigilant,vigilantes,Adjectif,8,2
5698,eldorado,eldorado,Adjectif,8,2
5830,visiteur,visiteur,Nom,8,2
5887,province,province,Verbe,8,2
5990,existant,existant,Adjectif,8,2
6472,utopique,utopique,Adjectif,8,2
6525,francais,francaise,Adjectif,8,2
6708,bulletin,bulletins,Nom,8,2
6990,afficher,afficher,Verbe,8,2
7647,benefice,benefices,Nom,8,2
8066,eternell,eternelle,Adjectif,8,2
8110,partisan,partisane,Adjectif,8,2
8147,circuler,circule,Verbe,8,2
8259,snapchat,snapchat,Adjectif,8,2
9142,sympathi,sympathie,Adjectif,8,2
9858,consigne,consignes,Nom,8,2
10282,friction,frictions,Nom,8,2
10320,genereux,genereux,Adjectif,8,2
11006,quatriem,quatrieme,Adjectif,8,2
11044,modifiee,modifiee,Verbe,8,2
11341,vendredi,vendredi,Nom,8,2
11409,deconfin,deconfine,Adjectif,8,2
11459,empecher,empecher,Verbe,8,2
11550,terrasse,terrasse,Nom,8,2
11600,critique,critique,Adjectif,8,2
12426,calculer,calcule,Verbe,8,2
13139,supposer,suppose,Verbe,8,2
13313,elaborer,elaborer,Verbe,8,2
14055,reflechi,reflechi,Adjectif,8,2
14259,reproche,reproche,Verbe,8,2
14342,confront,confronte,Adjectif,8,2
14727,horrible,horrible,Adjectif,8,2
15013,preferer,preferait,Verbe,8,2
15758,exploser,explosait,Verbe,8,2
16400,aurevoir,aurevoir,Verbe,8,2
16472,adresser,adresser,Verbe,8,2
16783,couterer,couterait,Verbe,8,2
17596,terminer,terminer,Verbe,8,2
19306,ingerabl,ingerable,Adjectif,8,2
19851,utilisee,utilisee,Verbe,8,2
20197,impacter,impactera,Verbe,8,2
20372,apercoit,apercoit,Verbe,8,2
21236,affinite,affinite,Nom,8,2
21384,rentable,rentable,Adjectif,8,2
21483,ponctuel,ponctuelles,Adjectif,8,2
23633,sensible,sensibles,Adjectif,8,2
409,equilibre,equilibre,Nom,9,2
1891,transport,transports,Adjectif,9,2
2243,ascendant,ascendante,Adjectif,9,2
2328,principal,principal,Adjectif,9,2
2335,atteindre,atteindre,Verbe,9,2
2704,plaquette,plaquette,Nom,9,2
2744,manipuler,manipuler,Verbe,9,2
3071,soumettre,soumise,Verbe,9,2
3123,indeniabl,indeniable,Adjectif,9,2
3321,reagisser,reagissent,Verbe,9,2
3469,contraire,contraires,Adjectif,9,2
3484,cependant,cependant,Adverbe,9,2
3641,ressortir,ressortir,Verbe,9,2
3842,considere,considere,Verbe,9,2
4026,decouvrir,decouvrir,Verbe,9,2
4199,connexion,connexions,Nom,9,2
4295,convivial,conviviaux,Adjectif,9,2
4339,partagent,partagent,Adjectif,9,2
4564,attribuer,attribuer,Verbe,9,2
5184,interview,interview,Nom,9,2
5264,assaillir,assailli,Verbe,9,2
5492,remercier,remercie,Verbe,9,2
5658,connectee,connectee,Verbe,9,2
6098,disruptif,disruptives,Adjectif,9,2
6191,mediatiqu,mediatique,Adjectif,9,2
6733,bourgogne,bourgogne,Nom,9,2
6744,solferino,solferino,Nom,9,2
6785,budgetair,budgetaire,Adjectif,9,2
7423,planifier,planifier,Verbe,9,2
7559,communiqu,communique,Adjectif,9,2
7787,comptable,comptable,Adjectif,9,2
7838,plateform,plateforme,Adjectif,9,2
8196,temoigner,temoignent,Verbe,9,2
8315,echiquier,echiquier,Nom,9,2
9504,ecologiqu,ecologique,Adjectif,9,2
9622,secretair,secretaire,Adjectif,9,2
9997,persuader,persuades,Verbe,9,2
10977,populaire,populaire,Adjectif,9,2
11106,grippette,grippette,Nom,9,2
11384,concurrer,concurrent,Verbe,9,2
12218,europeenn,europeenne,Adjectif,9,2
12774,appliquer,appliquer,Verbe,9,2
14051,guinchard,guinchard,Adjectif,9,2
14173,incapable,incapable,Adjectif,9,2
14652,carrement,carrement,Adverbe,9,2
14876,promettre,promis,Verbe,9,2
15627,rectifier,rectifier,Verbe,9,2
16134,valoriser,valorisait,Verbe,9,2
16500,redaction,redaction,Nom,9,2
17714,dictature,dictature,Nom,9,2
17818,francaise,francaises,Adjectif,9,2
18048,decouvert,decouvert,Verbe,9,2
18358,balbutier,balbutiant,Verbe,9,2
18908,decoupage,decoupage,Nom,9,2
21210,execution,execution,Nom,9,2
21241,contacter,contacter,Verbe,9,2
21466,eprouvant,eprouvant,Adjectif,9,2
22783,rationnel,rationnels,Adjectif,9,2
23104,retourner,retourner,Verbe,9,2
23114,confirmer,confirme,Verbe,9,2
23258,democrate,democrate,Nom,9,2
23292,electeurs,electeurs,Adverbe,9,2
243,presentiel,presentiel,Adjectif,10,2
614,ingenierie,ingenierie,Nom,10,2
1151,economique,economiques,Adjectif,10,2
1833,volontiers,volontiers,Adverbe,10,2
2846,temperatur,temperature,Adjectif,10,2
3103,immediatet,immediatete,Adjectif,10,2
3283,incivilite,incivilites,Adjectif,10,2
3701,moderateur,moderateur,Nom,10,2
3855,verrouille,verrouillee,Adjectif,10,2
4520,adversaire,adversaires,Adjectif,10,2
4650,laboratoir,laboratoire,Adjectif,10,2
4891,adrenaline,adrenaline,Nom,10,2
5006,legitimite,legitimite,Nom,10,2
5131,historique,historique,Adjectif,10,2
5747,reellement,reellement,Adverbe,10,2
5820,mainstream,mainstream,Adjectif,10,2
6195,partenaire,partenaires,Nom,10,2
6613,republique,republique,Nom,10,2
6792,conscience,conscience,Nom,10,2
6878,indication,indication,Nom,10,2
7026,communaute,communautes,Nom,10,2
7097,presidents,presidents,Verbe,10,2
7230,separation,separation,Nom,10,2
7711,sociologie,sociologie,Nom,10,2
7939,acculturee,acculturee,Verbe,10,2
7986,pertinence,pertinence,Nom,10,2
8293,renseigner,renseigner,Verbe,10,2
8427,exterieure,exterieure,Nom,10,2
8639,moulazadeh,moulazadeh,Adjectif,10,2
8949,television,television,Nom,10,2
9151,spontaneit,spontaneite,Adjectif,10,2
10272,apparaître,apparaisse,Verbe,10,2
11041,prefecture,prefecture,Nom,10,2
11730,precurseur,precurseur,Nom,10,2
12000,surprendre,surpris,Verbe,10,2
12096,interroger,interrogeais,Verbe,10,2
12383,importance,importance,Nom,10,2
12999,organiseer,organisees,Verbe,10,2
13415,adaptation,adaptations,Nom,10,2
13435,abandonner,abandonne,Verbe,10,2
13539,individuel,individuel,Adjectif,10,2
13734,grandement,grandement,Adverbe,10,2
13827,specifique,specifiques,Adjectif,10,2
14286,precaution,precautions,Nom,10,2
18134,beneficier,beneficier,Verbe,10,2
18240,rembourser,rembourse,Verbe,10,2
19883,enseignant,enseignants,Adjectif,10,2
21273,perception,perception,Nom,10,2
21530,initiative,initiative,Nom,10,2
23422,traitement,traitement,Nom,10,2
23524,considerer,considerer,Verbe,10,2
23884,demarchage,demarchage,Nom,10,2
1502,inversement,inversement,Adverbe,11,2
1748,attachement,attachement,Nom,11,2
2096,transmettre,transmis,Verbe,11,2
2453,influenceur,influenceurs,Adjectif,11,2
2731,independant,independant,Adjectif,11,2
3016,dommageable,dommageable,Adjectif,11,2
3203,immediatete,immediatete,Nom,11,2
3388,temperature,temperature,Nom,11,2
3599,questionner,questionner,Verbe,11,2
5290,proprietair,proprietaire,Adjectif,11,2
5626,opportunite,opportunite,Nom,11,2
6138,prestataire,prestataires,Nom,11,2
6241,integration,integration,Adjectif,11,2
6260,ambassadeur,ambassadeur,Nom,11,2
6420,complotisme,complotisme,Nom,11,2
6548,militantism,militantisme,Adjectif,11,2
9313,legitimiser,legitimiser,Adjectif,11,2
9745,redescendre,redescendu,Verbe,11,2
10587,intelligent,intelligent,Adjectif,11,2
10900,emplacement,emplacement,Nom,11,2
11332,declaration,declaration,Nom,11,2
11466,reouverture,reouverture,Nom,11,2
12211,echantillon,echantillon,Nom,11,2
12289,reglementer,reglementer,Verbe,11,2
12455,technologie,technologie,Nom,11,2
12628,benchmarker,benchmarker,Adverbe,11,2
13575,newsletters,newsletters,Verbe,11,2
14417,frustration,frustration,Nom,11,2
14434,anecdotique,anecdotique,Adjectif,11,2
14472,explication,explication,Nom,11,2
14893,journaliste,journalistes,Adjectif,11,2
17660,constituant,constituante,Adjectif,11,2
19610,geographiqu,geographique,Adjectif,11,2
20712,transparent,transparents,Adjectif,11,2
21063,denigrement,denigrement,Adverbe,11,2
21542,consequence,consequences,Nom,11,2
23110,gigantesque,gigantesque,Adjectif,11,2
488,specialement,specialement,Adverbe,12,2
2112,circonstance,circonstances,Nom,12,2
3740,particuliere,particulieres,Adjectif,12,2
6264,sociologique,sociologique,Adjectif,12,2
8214,interessante,interessantes,Adjectif,12,2
10423,correctement,correctement,Adverbe,12,2
10852,inauguration,inauguration,Nom,12,2
12273,repercussion,repercussions,Nom,12,2
12904,culpabiliser,culpabilisent,Verbe,12,2
13864,suffisamment,suffisamment,Adverbe,12,2
17495,compromettre,compromis,Adjectif,12,2
17928,pratiquement,pratiquement,Adverbe,12,2
18257,justificatif,justificatifs,Adjectif,12,2
18628,cinquantaine,cinquantaine,Nom,12,2
20666,installation,installation,Nom,12,2
21382,consommateur,consommateur,Adjectif,12,2
21594,manipulation,manipulation,Nom,12,2
21715,contraignant,contraignant,Adjectif,12,2
21834,relativement,relativement,Adverbe,12,2
21954,reglementair,reglementaire,Adjectif,12,2
1548,nationalement,nationalement,Adverbe,13,2
2092,techniquement,techniquement,Adverbe,13,2
5284,administratif,administratif,Adjectif,13,2
5923,revolutionner,revolutionner,Adjectif,13,2
8829,personnaliser,personnaliser,Verbe,13,2
9404,rassemblement,rassemblement,Nom,13,2
9727,rapprochement,rapprochement,Adverbe,13,2
11235,prochainement,prochainement,Adverbe,13,2
12270,international,international,Adjectif,13,2
14020,interlocuteur,interlocuteurs,Nom,13,2
17745,structuration,structuration,Nom,13,2
23593,disponibilite,disponibilite,Nom,13,2
24594,essoufflement,essoufflement,Nom,13,2
1038,questionnement,questionnement,Nom,14,2
2878,collectivement,collectivement,Adverbe,14,2
5246,incontournable,incontournable,Adjectif,14,2
6361,administration,administration,Nom,14,2
6705,transformation,transformation,Nom,14,2
8280,officiellement,officiellement,Adverbe,14,2
9806,paradoxalement,paradoxalement,Adverbe,14,2
10888,symboliquement,symboliquement,Adverbe,14,2
8637,personnellement,personnellement,Adverbe,15,2
2971,socioprofessionnel,socioprofessionnelles,Adjectif,18,2
23532,traditionnellement,traditionnellement,Adverbe,18,2
12842,professionnellement,professionnellement,Adverbe,19,2
504,bain,bain,Adjectif,4,1
1356,rude,rude,Adjectif,4,1
1382,envi,envi,Verbe,4,1
1515,iota,iota,Nom,4,1
2345,aout,aout,Nom,4,1
3167,user,user,Verbe,4,1
3222,home,homes,Nom,4,1
3344,rail,rails,Nom,4,1
4181,papa,papa,Nom,4,1
5288,bail,bail,Nom,4,1
5518,drom,drome,Adjectif,4,1
5599,cage,cage,Nom,4,1
5665,forg,forge,Adjectif,4,1
5841,afin,afin,Adverbe,4,1
5876,flux,flux,Nom,4,1
6297,tbwa,tbwa,Adjectif,4,1
6446,shot,shot,Adjectif,4,1
6466,spin,spin,Adjectif,4,1
6473,naiv,naive,Adjectif,4,1
6593,gadi,gadi,Adjectif,4,1
6607,choc,choc,Nom,4,1
6887,fils,fils,Nom,4,1
6970,gere,gere,Nom,4,1
7027,lgbt,lgbt,Adverbe,4,1
7058,cran,cran,Nom,4,1
7081,test,test,Nom,4,1
7122,rose,rose,Adjectif,4,1
7788,nerf,nerf,Adjectif,4,1
8011,flop,flop,Nom,4,1
8145,faur,faure,Adjectif,4,1
8720,gage,gage,Nom,4,1
9041,judo,judo,Nom,4,1
9047,foot,foot,Adjectif,4,1
9052,dans,danse,Adjectif,4,1
9114,doue,doues,Adjectif,4,1
9322,duel,duel,Nom,4,1
9508,modd,modde,Adjectif,4,1
9654,recu,recu,Verbe,4,1
9880,drol,drole,Adjectif,4,1
10412,fibr,fibre,Adjectif,4,1
10554,meny,meny,Adjectif,4,1
10663,velo,velo,Adjectif,4,1
10692,cicl,cicle,Adjectif,4,1
10861,baie,baie,Nom,4,1
10984,joli,jolie,Adjectif,4,1
11036,bise,bise,Nom,4,1
11213,urne,urnes,Adjectif,4,1
11273,dise,dises,Adjectif,4,1
11757,croi,crois,Nom,4,1
12343,fier,fier,Adjectif,4,1
12482,fact,fact,Adverbe,4,1
12546,camp,camp,Nom,4,1
12559,turc,turques,Adjectif,4,1
12657,oser,osent,Verbe,4,1
13356,doux,douce,Adjectif,4,1
13949,bloc,bloc,Nom,4,1
14424,neuf,neuves,Adjectif,4,1
14600,paca,paca,Adjectif,4,1
14815,team,team,Verbe,4,1
14996,croc,croc,Nom,4,1
15087,ordi,ordi,Adjectif,4,1
15104,cree,cree,Nom,4,1
15251,sall,salle,Adjectif,4,1
15358,poch,poche,Adjectif,4,1
15778,conf,conf,Nom,4,1
16040,dome,dome,Nom,4,1
16237,fini,finis,Adjectif,4,1
16498,taff,taff,Nom,4,1
16582,leak,leaks,Nom,4,1
16585,abri,abris,Adjectif,4,1
16790,dieu,dieu,Nom,4,1
17203,coca,coca,Nom,4,1
17369,pese,pese,Verbe,4,1
17387,sexy,sexy,Adjectif,4,1
17511,decu,decus,Nom,4,1
17644,genr,genre,Adjectif,4,1
17769,rond,rondes,Adjectif,4,1
18606,ilot,ilots,Adjectif,4,1
19328,tuni,tunis,Adjectif,4,1
19794,noye,noye,Verbe,4,1
19942,paye,payes,Adjectif,4,1
20320,mere,meres,Nom,4,1
21033,ciao,ciao,Adjectif,4,1
21676,leve,leve,Verbe,4,1
21685,lign,ligne,Adjectif,4,1
21840,elue,elue,Verbe,4,1
22086,ping,ping,Nom,4,1
22087,pong,pong,Adjectif,4,1
22115,exce,exces,Nom,4,1
22414,mode,modes,Adjectif,4,1
23062,juge,juge,Nom,4,1
23801,gafa,gafa,Adverbe,4,1
24581,poup,poupe,Adjectif,4,1
24840,faut,faute,Adjectif,4,1
24871,cave,cave,Adjectif,4,1
25198,nage,nage,Nom,4,1
25263,crer,crante,Verbe,4,1
25495,gain,gains,Adjectif,4,1
152,eleve,eleve,Nom,5,1
376,genes,genes,Adverbe,5,1
662,dedie,dedie,Nom,5,1
1488,decal,decale,Adjectif,5,1
1742,objet,objet,Adverbe,5,1
1819,crain,crains,Adjectif,5,1
1826,boule,boule,Nom,5,1
1827,neige,neige,Nom,5,1
1988,lache,lache,Verbe,5,1
2491,vaite,vaites,Adjectif,5,1
2636,anime,anime,Verbe,5,1
2759,caler,caler,Verbe,5,1
2950,round,round,Nom,5,1
2964,quota,quota,Nom,5,1
3231,style,style,Nom,5,1
3351,auxon,auxon,Adverbe,5,1
3451,egard,egards,Nom,5,1
3637,venue,venues,Adjectif,5,1
3650,salon,salon,Nom,5,1
3695,joute,joute,Nom,5,1
3809,casse,casse,Nom,5,1
4052,doigt,doigt,Nom,5,1
4184,maman,maman,Nom,5,1
4369,maree,maree,Nom,5,1
4427,espac,espace,Adjectif,5,1
4897,mince,mince,Adjectif,5,1
5311,cerfa,cerfa,Nom,5,1
5368,quart,quart,Adjectif,5,1
5385,trame,trame,Nom,5,1
5390,socio,socio,Nom,5,1
5439,jusqu,jusqu,Adjectif,5,1
5529,avois,avois,Verbe,5,1
5581,meteo,meteo,Nom,5,1
5700,obama,obama,Adjectif,5,1
5737,bulle,bulle,Nom,5,1
5839,marge,marge,Nom,5,1
5890,amour,amour,Nom,5,1
5969,leche,lechee,Adjectif,5,1
6053,flyer,flyer,Nom,5,1
6090,party,parties,Nom,5,1
6350,gagne,gagnee,Adjectif,5,1
6415,nanti,nantis,Adjectif,5,1
6493,coach,coaches,Nom,5,1
6535,pacte,pacte,Nom,5,1
6553,desir,desir,Nom,5,1
6794,socle,socle,Nom,5,1
6996,ultra,ultra,Adjectif,5,1
7033,badge,badges,Nom,5,1
7106,chute,chute,Nom,5,1
7124,odeur,odeur,Nom,5,1
7127,front,front,Nom,5,1
7143,guite,guite,Nom,5,1
7144,dufay,dufay,Verbe,5,1
7264,mardi,mardis,Verbe,5,1
7307,oeuvr,oeuvre,Adjectif,5,1
7383,couac,couacs,Nom,5,1
7504,paire,paires,Adjectif,5,1
7591,union,union,Verbe,5,1
7652,coder,coder,Nom,5,1
7713,degre,degre,Nom,5,1
8017,peine,peine,Nom,5,1
8078,saint,saint,Adjectif,5,1
8227,preci,precis,Adjectif,5,1
8579,garni,garni,Adjectif,5,1
8653,whaou,whaou,Adjectif,5,1
8806,saoul,saoule,Adjectif,5,1
9034,cgpme,cgpme,Verbe,5,1
9066,diron,dirons,Nom,5,1
9147,carre,carre,Nom,5,1
9223,senat,senat,Adjectif,5,1
9814,prime,prime,Verbe,5,1
9823,renne,rennes,Adjectif,5,1
10405,balai,balai,Nom,5,1
10420,filer,filer,Verbe,5,1
10489,dispo,dispo,Nom,5,1
10552,lydie,lydie,Nom,5,1
10564,david,david,Nom,5,1
10619,sacre,sacre,Verbe,5,1
10739,reuni,reuni,Nom,5,1
10804,jouir,jouir,Verbe,5,1
10916,foule,foule,Nom,5,1
10921,blind,blinde,Adjectif,5,1
11017,virus,virus,Nom,5,1
11019,parme,parme,Adjectif,5,1
11037,check,check,Nom,5,1
11254,noter,noter,Verbe,5,1
11260,finir,fini,Verbe,5,1
11286,venai,venais,Adjectif,5,1
11301,ferme,fermes,Adjectif,5,1
11474,rouge,rouge,Adjectif,5,1
11476,pinte,pinte,Nom,5,1
11796,piege,piege,Nom,5,1
11927,deriv,derive,Adjectif,5,1
12172,mairi,mairie,Adjectif,5,1
12208,group,group,Verbe,5,1
12299,decor,decor,Verbe,5,1
12337,trump,trump,Adverbe,5,1
12645,troll,trolls,Adjectif,5,1
12777,julie,julie,Nom,5,1
12856,marre,marre,Verbe,5,1
13024,fixer,fixait,Verbe,5,1
13612,sensu,sensu,Nom,5,1
13675,taupe,taupes,Nom,5,1
13799,cerne,cerne,Verbe,5,1
13906,rater,rater,Verbe,5,1
14085,chart,charte,Adjectif,5,1
14104,trait,trait,Nom,5,1
14370,piste,pistes,Nom,5,1
14411,tarte,tarte,Nom,5,1
14412,creme,creme,Nom,5,1
14431,echec,echec,Nom,5,1
14508,garer,garer,Verbe,5,1
15036,pchtt,pchtt,Nom,5,1
15063,capte,captes,Nom,5,1
15218,print,print,Nom,5,1
15514,loose,loose,Adverbe,5,1
15659,matos,matos,Nom,5,1
15893,veill,veille,Adjectif,5,1
15958,allie,allies,Adjectif,5,1
16068,lamar,lamare,Adjectif,5,1
16184,break,break,Verbe,5,1
16190,perle,perles,Nom,5,1
16224,creve,creve,Adverbe,5,1
16309,gamin,gamin,Nom,5,1
16613,tanch,tanche,Adjectif,5,1
16749,batir,batir,Verbe,5,1
16844,staff,staffe,Adjectif,5,1
16878,delir,delire,Adjectif,5,1
17029,champ,champ,Nom,5,1
17030,deper,depasse,Verbe,5,1
17086,deter,deter,Verbe,5,1
17155,chier,chier,Adjectif,5,1
17202,chips,chips,Nom,5,1
17248,foire,foire,Nom,5,1
17278,plier,plie,Verbe,5,1
17327,ecart,ecart,Nom,5,1
17353,dilue,dilue,Nom,5,1
17599,charg,charge,Adjectif,5,1
17667,chass,chasse,Adjectif,5,1
17675,elire,elire,Verbe,5,1
17823,tueur,tueur,Nom,5,1
17889,atali,atali,Adjectif,5,1
17985,moder,modere,Adjectif,5,1
18241,frais,frais,Nom,5,1
18349,organ,organe,Adjectif,5,1
18676,corps,corps,Nom,5,1
19050,sauce,sauce,Nom,5,1
19072,tempo,tempo,Nom,5,1
19399,xpres,xpress,Adjectif,5,1
19500,trace,trace,Nom,5,1
20073,michu,michu,Adjectif,5,1
